,ProductId,UserId,ProfileName,Time,Summary,Text
2268,B002UFVXPE,AFA00OWUPGY71,Kusuma,1281916800,Excellent service,"I was glad to know that amazon has this product in their groceries section.<br />Though the shipping was individually priced, don't know whether there was any option to pack the glass jars.<br />Anyway, I liked the fast service."
2269,B003AYL9NU,AMIPRQWY4IMC5,"Jay & A. ""J&A""",1316649600,Contains CHICKEN,"Although these are a quality dog treat please be aware that these do contain chicken. I did not see this ingredient listed on the product page. This is just to advise those pet parents if your kiddo has a poultry or chicken allergy like mine do that every variety to date contains both chicken and natural chicken flavor.<br />The ingredients are as followed for the Low Calorie variety<br /><br />Ingredients:<br />Organic brown rice powder, rice powder, vegetable glycerin, gelatin, water, tapioca starch, oat fiber, chicken, natural chicken flavor, dehydrated carrots, organic flaxseed, cranberries, apples, cinnamon, parsley, chia seed, carrageenan (natural seaweed extract), l-carnitine, peppermint, l-ascrobyl-2-polyphosphate (source of vitamin C), green tea extract (decaf)."
2270,B001RVFDOO,A1DA9N0X8T76A2,Russ R.,1305417600,YUM we love pop chips!,"I'm really glad Amazon carries these, they are so much better for you than regular chips and actually taste good too.  We haven't found a flavor we didn't like yet.  I'll probably use the Amazon subscribe feature to get another $3 off as we will go through these fairly regularly.  Awesome chips!"
2271,B000HDMUQ2,AGC3K4KSI67RI,Joanne Macek,1184544000,Good berry flavor,My son with multiple food allergies really enjoys these bars.  I find that they have a good berry taste.  They also have a nice chewyness.
2272,B001EW5YQS,A24OR46MO22VYS,Bryan J. Moore,1269302400,Excellent Buy!!,"Great price for what you are getting.  Recording via a USB port ROCKS!!!! The only thing that could maybe be improved is the durability.  It feels like a toothpick in your hand.  It may be more durable than it feels, but I'm still going to be very careful with it.  But, for the price this is only a minor gripe.  Great product, I would recommend it to anyone."
2273,B004H4R0YO,A2L3ATJQPPDJ86,Willie P.,1320019200,Great Cooking Oil !,"Love this Balance Blend of Oils , especially in mix batters such as : Pancake , Cornbread ,Cake , Etc... , a good oil to ingest !"
2274,B000HDMUQ2,A30NECNFHHBT3H,lp,1340236800,great taste But size it smaller,i love them. not too sweet but just right. any allergy free food is great in my book. hope non of these ingredients contains Corn...thats a no no for me too. HOWEVER I DONT APPRECIATE THE FACT THAT I OPENED MY NEW BOX AND THE CUT 1/4 OF IT OFF. IF THE SIZE IT LESS THEN SO SHOULD THE CHARGE. THIS WILL EFFECT MY DECISION IN BUYING AGAIN. I AM NOT A TODDLER I NEED A REAL SIZE BAR PLEASE
2275,B000FF5T9C,A13O7VMRWVTSIG,"Part-time couch potato ""Maritza""",1296086400,"NEW RECIPE, NOT THE SAME COOKIE","Dare changed their recipe, they are now called ""Chocolate Creme"".  I contacted Dare they told me, they changed the box to make it more environmentally friendly and it's the same cookie because it has the same product number. I've been eating this cookie for 30 years, I know what it tastes like, these new ones taste like 'Oreos'.  VERY DISSAPOINTED."
2276,B001FA1L7U,A26IDKJAMW7IH8,RICHARD M WING,1309737600,Mild Sweet And Salty Blend,"After a second purchase of a 12-oz Beer Nuts Peanuts 6-pack, I can level no complaints. The shipment again arrived without any adverse settling such as clumping inside the cans. Although the flavor may be a bit duller than my abiding childhood memory of them, this may be attributable instead to the diminished taste buds of a middle-ager. Nonetheless, everyone I know who has tried this product likes it.  Either as a stand-alone snack or as an adjunct to a couple of beers, Beer Nuts is a tasty, if understated winner."
2277,B0036GG73Y,A1SDG6G85BXX0Z,Connie Miller,1307145600,Cost too much,"Are these people crazy or can I not multiple properly? This is $43 for 24 small cups of peaches.  That works out to $7 for the 4 pack.  This 4 pack cost about $3.50 in a grocery store in the states but because I'm deployed I'm suppose to pay $7 for it?! Not happening. Netgrocer.com is $4.00; higher than a grocercy store, but cheaper than this!"
2278,B005DM3N2M,A26BDXG9KVH7SU,"IcartM ""Things that make you go 'Hmmmm'""",1333670400,They have definitely changed things!,"I used to drink Crystal Light over 10 years ago.  The choices were minimal:  Tea, tea with lemon, lemonade and pink lemonade.  At my job we have an area set up so employees can buy snacks and this variety pack.  Tired of soda, I opted to try the Crystal Light On the Go Wild Strawberry-Energy.  I instantly LOVED it.  This is coming from a person who really doesn't care for strawberries.<br /><br />Unlike another poster I didn't find it too strong.  I DO find the Cherry Pomegranate a tad powerful, but still yummy.  The last two-lemonade and raspberry lemonade- are also delicious.<br /><br />Having tried the Wild Strawberry at work I thought I'd see if Amazon had it and it did.  While I know purchasing an item this way is more expensive per serving, I prefer it this way.  When I make a pitcher of a drink I tend to get tired of it and it ends up going down the drain.  Now THAT is a waste of money!<br /><br />If you like Crystal Light then I'm pretty sure you'll like these flavors.  None of them are my favorite (I prefer fruit punch and pink lemonade) but I really like this product."
2279,B001RJ91IK,A9GPCR9WJQCCJ,"Jim ""gearhead4""",1284422400,"Good ol' raisins and peanuts, but very little else.","If what you are looking for is raisins and peanuts, the Emerald Hartmony Raisinberry Nut trail mix is fine. There are plenty of good quality peanuts and raisins in each package (9 oz.). But don't buy this if you really want cranberries, almonds or cashews, because there are very few of these treats. The yogurt covered raisins are very sweet. My carton was delivered on a sunny September day and when I opened the psckage 90 minutes after taking the carton out of the sun, the yogurt raisins were still melted."
2280,B000E7WM0K,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",1164585600,Easy and delicious,"We ordered a pack of these and ate through them very quickly! My husband and I both like taking them to work for lunch. Here's my recipe, so that I get more protein: I slip a fresh unbroken egg into the box before I leave home in the morning, then I add the egg to the water before I cook it at lunchtime."
2281,B001LG945O,A1RFZGWX46N8H7,"FlamingoNut ""Tracey""",1237420800,Nothing special,"I'm not a big fan of carbonated juices, but am a huge lover of orange/tangerine.  In that respect, this was a disappointment for me, not being as tangeriny enough for me.  The first sip left me with an extremely unpleasant aftertaste, but had gotten easier to tolerate with additional sips.  But, after waiting a while for another sip, that initial unpleasantness returned.  If I'm going to drink juice, I'll stick to what I prefer, uncarbonated."
2282,B001LG945O,A3T5NSG7LMRY0A,Michael Gmirkin,1245715200,"Surprisingly good for a ""soda""...","Silly me, I didn't read the packaging terribly closely. I was actually rather pleasantly surprised. Basically, it's carbonated fruit juice from concentrate, or as they say: ""100% juice (filtered sparkling water sufficient to reconstitute juice concentrates, apple, grape, tangerine, orange and acerola [cherry] juice concentrates).""<br /><br />Gone is the usual second ingredient in such beverages: ""high fructose corn syrup"" or the old standby ""sugar""...<br /><br />Basically, it reminds me of a carbonated version of Tropicana Pure or one of the Odwalla beverages, watered down just slightly (not quite as sugary, but still pretty darned sweet).<br /><br />Overall, I rather liked it. It's a bit smaller than your typical Pepsi or Coca-cola can. But I could see it being handy for kids' lunches and such. Slightly better than typical ""soda"" with corn syrup. Though I'm not sure whether it would be preferable to straight up fruit juice...<br /><br />Personally, I'd rather have the fruit juice (like a Hansen's smoothie or something, granted they're a bit sugarier)... But some folks like carbonated beverages. So, why not make one out of actual fruit juices rather than all sorts of more artificial stuff?<br /><br />Rather liked the Orange Tangerine one. I'm interested now to try some of the other flavors and see if they're as good. Especially <a href=""http://www.amazon.com/gp/product/B001LGGH40"">Kiwi Berry</a>... But possibly also <a href=""http://www.amazon.com/gp/product/B001LGGH54"">Watermelon Strawberry</a> or <a href=""http://www.amazon.com/gp/product/B001LGGH2C"">Fruit Punch</a>."
2283,B002ANCCK6,A1KUZ5XK4T99J2,angry chair buyer,1342742400,My cat loves it!,It's all natural real food that you can see the difference. My cat loves it so much that now we call him the tiki kitty.
2284,B001BSBFUO,AMRAUI94BFMMQ,ohiogardener,1272412800,lifesavers,"Because our dog is on 5 pills a day, down from 7, these pill pockets have been a lifesaver for us.  The dog loves them.  I was hesitant to try them given the one review about being distrustful of their composition so  I bought some from vet and used them side by side with ones from Amazon as a test.  I can find no evidence that these aren't genuine.  They are flexible, and the dog makes no distinction between vet's and Amazon's. We use a lot of these given number of daily pills consumed, and every package I've purchased has been fine. We purchase the large capsule size because some of dog's pills are quite large and then just pull off pieces of the pocket for the smaller pills.  I'll continue to buy them on line because of the difference in price with vet and because I can order in the middle of the night if necessary."
2285,B002YR7B90,A2NSXA2Z3YTOYV,Debbie L,1297641600,Best Gluten Free Flour Ever!,This flour has me baking on a regular basis again since we went gluten free.  There is NO grit!  My GF son is a hard-to-please eater and he said the yellow cake I made was the best he's ever had!  You can't go wrong with this!
2286,B000SAPXSQ,A1QQMZNOXGQFPJ,"M. V. Vooren ""velvetpaws999""",1248825600,Real Rose petals and all  the delicious flavor!,"What a lovely tea this is! The rose petals are abundant in the mix, and when you brew a pot of tea and then raise the cup to your lips, the full, sweet scent of roses greets you! This tea is perfectly blended and balanced! Its color is coppery-golden, very warm and luscious. I just want to drink it every day, for relaxation and sheer enjoyment!"
2287,B000G6RYNE,A3ARC3UIY3Z1KQ,"Patricia A. Cioffi ""SHOPPING JUNKIE""",1238976000,VERY DISAPPOINTED,I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORS<br />SALT & FRESH GROUND PEPPER<br />TUSCAN 3 CHEESE<br />N.Y. CHEDDAR AND HERS<br /><br />THEY ALL TASTED THE SAME TO ME.  IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.<br /><br />I WISH I COULD RETURN THE UNOPENED BAGS.
2288,B003EML8PM,A30YA7KLPBG6CI,Kevin Busby,1203033600,Not For Me,"In all fairness my friend absolutely loves this product.  I purchased it based upon his suggestion.  Unfortunately, the smell (oil I am assuming) of it cooking made me feel ill.  Even though the product cooked perfectly, the smell lingered in my microwave for well over a day."
2289,B0032BXUJM,ABJAEV6P1JC6Z,C. Sisbarro,1308268800,Strong & Bold,"This coffee delivers just what it promises...a strong, bold and rich flavor. If you're a fan of Starbucks coffee, you should enjoy Emeril's brew!"
2290,B0031YJ38W,A33I3E7UCT95VS,Rebecca Lane Geary,1328486400,poor quality control.... moldy,"My kids love these, and we've ordered them often - but as was the case with at least one other reviewer, this batch came in with some mold. (I freeze them as soon as they arrive, so had the have been moldy upon arrival.)<br /><br />too bad - but at this price, won't run the risk of having to toss out product."
2291,B001FKQQDO,A2TN9C5E4A0I3F,Jimmy,1345161600,Where are the cranberries?,Bought this at a local specialty-item store because I adore chutney.  Because of the higher price and being sold like a gourmet item I wrongly thought it would be better than the affordable brands sold at the supermarket.  Wrong.  It is mostly gel (jelly) with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwiches...I've had much better and that's just talking about the supermarket brands.  Very disappointed.  Money does not buy quality.
2292,B005HB4HGU,A1Z9HKVWJTFF69,nicework,1332374400,Very good salt for a very good price,"I'll certainly be a repeat customer. I had a tough time finding large salt crystals to refill a grinder, but this fit the bill nicely.<br /><br />Flavor is clean with slight minerality. The color is not a deep as some other himalayan pink I've seen, but it's a very good finishing salt, and a good conversation piece when put on the table in a clear grinder.<br /><br />Also, the seller included a coupon for a future purchase in the package, which was a nice bonus."
2293,B00213ERI0,A2R6R1NSGU5RCD,Martha Elder,1253059200,YUM!,"These cookies are delicious and great for a sweet treat if you are on Weight Watchers! However, they are expensive so I was thrilled to find them at a much more reasonable price!"
2294,B000H227BG,AST2A9C9YAQBV,stefanz,1322870400,Way too sweet and directions don't make sense,I don't know what all the positive reviewers here are raving about. I tried Ghiraradelli's premium cocoa mix and found it much too sweet that it was almost unpalatable. And not a very chocolatey taste either. The directions given for one serving are 4 Tbsp of the powder to 8 oz of milk.  Did they meant 4 tsp?  Using their directions would yield a total of 8 cups of hot cocoa -- not very economical for a product with so much sugar.  I had high hopes for this product but was very disappointed.
2295,B006N3IG4K,A7JCNKDASI7R0,J. Epps,1309392000,Excellent coffee,This is an excellent full-bodied coffee without a bitter taste. In general the Wolfgang Puck coffees are quite good although a little more expensive than some of the other K-Cups.
2296,B0009XQSAY,A2QKIJM43FUREJ,Patricia A. Fleming,1317772800,Good product,"I love Swanson Premium Chuck Chicken Breast, I keep it in my pantry, it is good for chicken salad, I use it in casseroles where chicken can be used..good flavor, and nice amount of chicken in the can, some products are more liquid then product. Not this one."
2297,B000CMIYWC,A3MPZTML4WYD0O,Val,1175040000,Very Helpful,"This is a VERY good tasting tea and has helped me more than once with that ""heavy"" feeling of congestion.  It's one of many herbals that I keep in our home."
2298,B004391DK0,A14TXDUTU05ENU,Karen Mulhern,1303516800,Yeah for Gluten Free Bisquick,"Alittle bit expensive for the product I think that it should be the same price as the non gluten Bisquick, and otherwise it's good."
2299,B000UBDKII,A3GUAAUFHTCZ6T,B. Bright,1340323200,"Great Product; hard to find,except at Amazon!","I love Senseo Paris!  It's easy, fast and great-tasting, with never that chemical aftertaste of so many of the French-vanilla coffees.  Amazon is the only place I can find it consistently...so I have it on the subscription plan!  Thanks Amazon and Senseo!"
2300,B004DP0CXS,A1R389ML0P163S,tynerj,1339804800,Amazon won't live up to their end,"The product description says 12 packs of 12 (144 count), but when you order, you only get a box of twelve.  I did this weeks ago, talked to Amazon, but they still haven't updated the product description."
2301,B0038RLIYO,A35P0TD3LJFMAK,Riti,1321747200,Read label - not pure xylitol,"Stupid me - didn't read the label before buying.  I thought this would be pure xylitol, but later noticed they've added Dextrose with Maltodextrin and sucralose (Splenda) for extra sweetness.  I don't know what proportion of this product is xylitol."
2302,B0012YEKCW,AW4N8X6L3ZOJD,"Bill Chilcote ""Northchil""",1304553600,"Cat Grass, no longer just for cats......","I have been growing this ""Cat Grass"" for my 3 little dog, however I don't have the nerve to tell them this is for cats.  I noticed our dogs would occasionally chew grass at the park or leaves from trees, considering the chemicals that may be used on other plants I decided to grow my own.<br />My little guys love this stuff, but there is one problem being dogs they can be a little messy and they tend to want to rip the grass right out of the pot roots & all.  I have taken to trimming the grass daily and placing it next to their water bowl.<br />Trimming just seems to stimulate the grass to grow faster, much like your lawn.  As with your lawn I find that adding nutrients (Iron) to the grass it keeps it's beautiful color and many months of fresh new grass.<br /> Don't know the exact reason my dogs like grass, it might be just like humans we like a salad for a change maybe it just add something that is missing from their diets.  Guess you might say ""Dogs can't live on meat alone"" or something like that."
2303,B001EQ5D6U,A3N94EX7EQNWWN,M. Carr,1207958400,Pure health!,"The best in fiber, as crunchy flakes.  Great as is or topped with fruit plus added skim milk or yogurt and you have a fresh start to your day!"
2304,B003EML8PM,AXSQJUCS5NP0W,"Susan M. Burke ""lilly""",1335830400,Crunchy,Love the taste! Has a good flavor and very crunchy! Different then your normal pork rinds! Yummy!<br /> I would  definately buy again! Great buy also!
2305,B000WGFTSU,A1ZKUVRSCPL3L6,nlsyn,1279238400,Very good Vanilla,This is the second time that I ordered this product and I've been very happy with it.
2306,B006N3IG4K,A3ICEX9YGL38R0,summerskies,1293840000,taste,"This product takes getting used to.  Only after using about 3 K-cups did I start liking it.  However, I wouldn't buy this many again."
2307,B004P4TL8E,A8KJS2P6E5DCB,T. Distaso,1306108800,Was expecting better quality for the price but love the storage!,"First off I very much prefer this look to the rotating holders, plus it holds MORE K cups than they do.  I also like that it takes up less storage space than those carousels plus a machine.  I have limited counter top space and it is already crowded.<br />A minor issue, as I had read before, was that the added height to the machine causes lid to hit the cupboards while opening and closing. I am OK with pulling it away from the wall a bit and will eventually place my machine in a more open counter space to avoid this.  It does bother my husband more though.<br />I was disappointed with the product a bit.  My main problem was the material on the top of the drawer, that you rest the machine on, was not done very aesthetically.  AS soon as I opened what stood out to me was that it had to have been hand cut, and was cut slightly wrong on my product.  First I can still see the pencil mark all across the front.  Then it was cut too short and  coroner was not cut squarely.  It happens to h ave also been across the front edge of my product so it just sticks out to me and lessens it's appeal.<br />I find the drawer to operate smoothly and easily.  you can not reach the back row of K-cups while full but that is not a big deal to me at all."
2308,B0016FY6H6,A37Y0WULUM9IJ5,"LBLI ""Boo yah!""",1342137600,Not worth it!,"If you plan on making a pitcher of tea, forget it, it takes 4 packs for 64 oz and is still very, very weak in flavor, and it must be consumed in 12 hours (so they say) so you're much better off brewing your own.<br /><br />However, if you're idea is to ""stash"" this in your purse (for the ladies) or pocket (for men, which would be weird) it's still misses the mark. One packet does very little for flavor with 16 oz of water so you'd have to use two, and WHO drinks just 16 oz of water when out to eat or something of that nature? Also, with only 8 packets in a box, that gives you 4, 16 oz drinks for $3. Not sure it's worth it at all, I'd rather drink lemon water when out than this."
2309,B0013E21V8,A17RV1H725TFM1,P. D. Allen,1215388800,Highland Sugarworks Maple Syrup Grade A Dark Amber,"<a href=""http://www.amazon.com/gp/product/B0013E21V8"">Highland Sugarworks 100% Organic Grade A Dark Amber Maple Syrup, 32-Ounce Jug</a><br /><br />This product is very tasty. It goes very well with pancakes, waffles, and french toast. I've also used it in preparing many dishes and baked goods."
2310,B001RVFDOO,A1D0HWHPT5551G,M. Baum,1280880000,Delish!,"I am very pleased with these.  Note: they are kosher (kof k) Pareve!  At 100 calories / bag, they make a delicious snack."
2311,B003KSWEHG,A1GPV3T61R4KZA,Naveed,1337904000,Strong Green Tea,"This tea is strong and has a smoky flavor - you can feel the leafy greenness though. It's not very bitter. I think it's a bit expensive for it is - but I haven't found a replacement. I guess we're paying for the fancy packaging, which in my opinion is a real waste, especially when you go through 3-4 cups a day like I do. Ahmed's Gunpowder green tea is stronger and is pretty good, but is available for cheaper than Dilmah's in the local Indian stores."
2312,B0032BXUJM,A23NH4IBVUNY0P,TechToo,1317600000,My Favorite K-Cup Coffee,"I've had my Keurig coffee maker for over a year and have tried many different K-cups. Most recently, the new Dunkin' Donuts. HATED IT.  I couldn't wait to dump it out and brew one of my Emerils. Of course, with the Keurig brewer, I didn't have to wait long. YUM.  This coffee is for the real coffee drinker. It is strong (even on the large cup size setting), bold and full bodied, but smooth with no bitterness.  By far, my favorite. I order them through Amazon's Subscribe and Save program for the best price. Once in awhile from Bed, Bath and Beyond with a 20% coupon, but their prices have gone up substantially and I prefer the size (50 pack) from Amazon."
2313,B003XT4AV0,A2FZRO46DF0UHN,"D. Mertins ""AUDIOGURU""",1292630400,Cat won't go near it!,"My cat will go for a day, probably longer, haven't tryed it, but he'll walk right by this stuff every time, even when I know he's hungery. ABSOLUTELY NO INTEREST. I swear he'd rather die of starvation then even take a wiff of it!!"
2314,B00068PCTU,A3B4KVOTQT9TII,"S. Harlow ""Princess""",1269648000,Get Healthy Live Better and Longer,"Cutting sugar out of our diet,we went to splenda. Then finding that it was also unhealthy and baking with it made foods flat and dry. We went to stevia no calorie powder, after much research proved that stevia has been used for hundreds of years with no bad health effects. The trick to using stevia is to use tiny amounts and then taste it and add a bit more at a time to suit your taste. I also found that using a stevia that has an 80% ratio is the best tasting and this is the best that I have found. Because of using VERY SMALL amounts this jar lasts for months. This is also the best price ANYWHERE! Swanson is a trusted vendor as is Amazon."
2315,B001BSBFUO,AFXI2NM2F6443,Tired Mom,1279584000,Only way to give a dog a pill,"My dog loves these. It is the only way to give a pill to dogs, no fight, no mess and dog gets the full dose of pill because he thinks he is getting a treat."
2316,B0032BXUJM,A2K98T6D4WNCRW,Mac,1319414400,Emerils Big Easy Bold,My wife loves this coffee.  She won't drink any other brand.  I don't like it because it is too strong for my taste.
2317,B003DKY5R8,A12LL7ORJCPPOD,D. Wile,1342483200,Very Bitter Tea,"We recently purchased the K-Cup machine and I was quite excited as I drink iced tea rather than coffee. This blend of black tea is quite bitter and not at all what I was looking for. It works as advertised, just not the right tea for me."
2318,B003VXFK44,AIATM4VOUGQOT,"Brant ""brant""",1330560000,Great Taste and Reasonably Priced,"I personally don't like strong coffee.  If you like weaker coffee, then this blend is a great choice for you.  Other reviews on here say that its too weak, which is probably true if your used to something strong.<br /><br />I also use flavored creamer to further enhance the taste. For the price, it can't hurt to give it a try."
2319,B000FDKQCY,A3UI5DKOQ3A6EU,Bill,1296259200,Great Bread,I recently tried this line of breads on vacation and loved the one we tried. I couldn't find the European Cheese & Herb flavor that we had locally so I went to order from Amazon.com. As happens from time to time the seller was out of that flavor so I picked up the Potato Bread instead and it was also very good.  I still need to get the Cheese & Herb because that one was awesome.
2320,B003VXFK44,A1379FWJ8KNUVG,sherriw63,1299369600,Wolfgang Puck coffee rodeo drive blend medium roast K-cup for keurig,I have purchase this coffee several times my husband said it has a great taste and it is a good cup of coffee
2321,B005K4Q1VI,AU8V0SKOUD6OD,Clothed in Grace,1328486400,Downright awful!,"I have never tasted such a poor excuse for a cocoa drink. It has such a bad aftertaste that I checked the box to see if I ordered sugarfree by mistake! I will toss this  and chalk it up to a loss but if you are reading this, dont buy this brand. Its downright awful!"
2322,B000PIQF8S,A2V39MALUEV6LV,"Arthur Wickson ""Art Wickson""",1228694400,Snack Nirvana,"By far the best snack food ever.  If you ever are in Canada you must load up on these and bring them home.  Price here at Amazon is a little rich.  Beware these can be very, very addictive."
2323,B0026WL14E,A38ACO8UA4KJ6H,"C. Isaacs ""Mr Fix It""",1332028800,"Just like I remember as a kid, but more affordable on Amazon!","With the subscribe and save option I can get these Cocktail Pep Sticks delievered to my home every 3 months. An 8 pack lasts me a while as I try not to eat them daily, even tho they are so good its hard to restrain myself! These are much cheaper on Amazon than in my local store, so I often look to Amazon for beef jerky type purchases."
2324,B007TFONH0,A3ICO2ROSXHIPM,tightwad,1340755200,delicious,good products and fast shipping equals a happy me. a little pricey but you can hand pick a few good flavors...a few i cant find anywhere else so def worth the price
2325,B001LGGH40,A2YQ2ZI65F37N8,T. Gaston,1236643200,flavorful,Light carbonation mixed with fruity blend made this a refreshing and flavorful drink.  The kiwi and berry flavors are good together.  This could be a good way to switch yourself or the kids off of soda and on to juice.
2326,B003H26J5I,A3E6NCEHG4SATV,RubyRed,1344988800,good,They came fast and the bags are in good shape.  You really have to be sure to wash and dry these several times. I just put a simple tomato sauce on it and it didn't taste bad at all. But you have to wash them very good and then heat them with what ever sauce you are going to use.
2327,B00076TQ1Q,A1BV6CS28MAWAR,CJ,1324512000,pretty blue sugar,This was an addition to my sprinkles for Christmas cookies.  It was fun to use. Made my cutout cookies much prettier than I ever imagined.  No problem with item or seller!! Excellent!!
2328,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,1344729600,These mints are awesome!,This is a huge supply of them. I'm still working on these and have plenty to spare. Much more effective than buying one from the grocery store or 7-11 every time you want a mint.
2329,B000BZ6LXO,A31MCVK26EEIXR,Dawn D. Hart,1298246400,Potting Soil,Miracle grow potting soil<br />I am pleased with the product. It arrived in a very timely manner as described. I could not be happier with my purchase.
2330,B003EML8PM,A2WAVZ2HNTQ1X2,Saba gal,1264377600,Love em,We love these pork rinds.  So easy to make and low fat too.  The seasoning has just enough heat to give a kick but not overwhelm you.  We used to buy them occasionally from a local store but haven't seen them in ages.  Thanks Amazon for carrying them.
2331,B003EML8PM,A3B4NME8BM42KC,A. Demberel,1330473600,Disgusting.,"Too salty. But that was not even the worst of the problems. It has a weird texture (I cooked it perfectly) and tastes horrible. If you haven't eaten pork rinds before, please stay away. Even the worst popcorn tastes better."
2332,B007TJGZ5E,A3DO6BVORTUBRA,Carol A. Davies,1348790400,Coffee tastes old,"Green Mountain Coffee, Nantucket Blend is my favorite coffee to use in my Keurig Brewer.  However, in this particular box, the coffee did not taste fresh.  Perhaps due to the large quantity in one box, it remained in storage too long.  At any rate, previous orders from other Amazon sellers, like az trading llc and pm trading, and smaller-quantity boxes from Amazon.com LLC were far superior."
2333,B000GG0BPW,A1JNCUQ9EGC0HV,nikyob2004,1323475200,French Vanilla decaf,"I have to admit I love this tea, I put splenda in it and the taste is so wonderful. I have probably went through 7 6pack boxes this year alone, not counting the other teas i drink. This is a must try hot or cold.."
2334,B0016KHBOG,A395KVG4PNIC5Z,Lbit70,1339459200,Addicted to this tea,Love this tea. Has a very mild flavor but that's enough for me. Received some as a Christmas gift a few years ago. Been addicted ever since. Just can't find it in a store any more. Have to order it here.
2335,B003EML8PM,A2BPATJTW99PKK,John Green,1313625600,What happened?,"This is my fourth order of these pork rinds and I'm not sure what's up, but something's really amiss.  The bags are leaking some kind of grease and don't fluff up during the microwave process.  I used to love these, so hopefully this is just a bad batch.  If not, then Lowrey's needs to look into this and fix whatever has happened to a once great snack."
2336,B002RBTX80,A39JEFN6JKCWIQ,Omar,1345075200,Just Perfect,In the beginning I tried to cancel the order because I felt that it was not what I wanted exactly which is (Lindt Gold Bar).<br />But It was a great surprise to find in the package what I wanted exactly. The image here is an old one that should be updated.<br />The packaging was great with thermal insulation and cold packs for the chocolate not to melt in the hot summer.<br />the price is really the lowest. I searched the internet to find a better price and the best I got was 7.50 usd per each + shipping.<br />That's why I said it is JUST PERFECT. It made my day
2337,B002PJSKI8,A2F0U3ZGAXAR0U,katiebp,1349481600,Delicious!!,"Best grapefruit soda on the market!! Cost is good, but shipping is expensive. I still buy it every now and then for a special occasion!"
2338,B001E4Q5WI,A35BVLSCJ9PP5M,S. L. Spurlock,1249344000,Great Skippy Reduced Fat Peanut Butter,This is the best reduced fat creamy peanut butter I've tasted. My whole family loves it.  We it by the case.  Great food!
2339,B003EML8PM,A1MF176W8X69JP,VR,1293667200,BAD BATCH,"This was my second purchase of this product. The first purchase was great, but this 2nd must have been a defective batch. Most packs did not cook correctly because they were not sealed tight and opened during cooking. That caused them to burn or not cook completely. I did not send them back because I kept thinking, maybe the next one will be better, but I was wrong. There are a few packs left, but I'm hesitant about microwaving them. I will probably purchase some again, but it will not be anytime soon."
2340,B001PO7FIU,A2340LYW7PDOA3,Paula Prose,1309910400,I never received this product!,I ordered this over a month ago and have not received the product and have not received an answer from the  company as to why I did not get the product.  Buyer beware!!!  Over $40 down the tubes!
2341,B0032RPLSY,A2TDW5OATXCKWI,"B. Carr ""gogirlusa""",1302652800,Awesome!,"This stuff is yummy! I was afraid to try this since I love regular butter so much. I have read about the health benefits of ghee and after ordering this, I am hooked! It's so delicious. I use it to butter my popcorn, saute veggies, on my toast, etc. The best part is that it's grass fed. It's one of the only grass fed ghees I can find. Grass fed is so much better than grain fed. I will continue to buy this...and hoping they will start selling a larger jar so I won't have to keep ordering it twice a month lol!"
2342,B001EQ4CJO,A3SHBQ4TS2BC44,H. Richard Farr,1266710400,Delicious treat!,"The Emerald Dry Roasted Walnuts are a delicious treat that we enjoy having when guests are coming over for cocktails.  We always get excited comments from our guests.  I don't know why local retailers do not carry a supply in their stores.  However, it is more convienent to order on line and have them delivered on our door step.  Try doing the same, your guests (and youself) will appreciate the thoughtfulness and effort."
2343,B001EPQQL2,AYGJ96W5KQMUJ,SJP,1235952000,Really Good - Can't Tell the Difference,"The only difference I can see between using this blend and using brown sugar is that you don't get the usual ""sugar rush"" when you eat the result.  Cookies and pies made with this Splenda blend - which does contain some sugar - taste the exactly the same as they did before.  Great stuff!  And it's gluten-free too."
2344,B002PNGY28,ADTPE897GR54J,Rugal,1283472000,"The food is great, but the bag sucks",My cats loved the treats but everytime I try to use the bags zipper to close it up I gotta fiddle with it for a while just to close the bag. Eventually The bag didn't close properly and all the treats dried out causing the cats to lose interest. I plan to buy another but this time I will dump it in my own container.
2345,B0045XE32E,A17U562HOY2OQV,"S. McCullough ""pacey1927""",1298419200,Very nice doggie treats...good for your dogs,"This is a dog treat you can feel good about giving your animals. It has a nice shape...they come in two attached squares but you can break them apart for smaller treats.  They have an unoffensive smell..in fact they smell pretty good for doggie treats.  They are made of a good, healthy mix of ingredients: Lamb, barley, carrots, and molasses.  I have an older golden retriever and a smaller, younger terrier.  Little hyper terrier probably didn't even taste the goodness as he gobbled the treats down.  But my retriever smelled it and played with it a little while...once he started munching, it was gone pretty quickly!  Both dogs begged for more, but after a couple we put the bag up.  Hard as it was, these are meant to be a treat."
2346,B0009JI7O8,A38BTTQSSMU4SO,feliciaflan,1342742400,feliciaflan,"I am very pleased with this product. I almost did not buy them because they looked green on my computer, but when I received them they were the normal tan color that most of them are."
